tweet,label
ALERT LEVEL UPDATE (full update to follow): Auckland will stay at Alert Level 3 until 11.59pm on 30 August 2020. The rest of the country will continue to remain at Alert Level 2. https://t.co/KH1p82RVxS,real
A post spreading on WhatsApp claims there are 50 hospital guards job oppenings at IFEMA hospital in Madrid.,fake
"And I thought 🐍 ko Covid19 nahi hota 🙄🙄🙄

PS: this has nothing to do with @RanaAyyub testing positive for Covid19 🙊🙊🙊",fake
"A tweet from President Donald Trump that says, before the U.S. issues financial assistance to individuals to deal with the coronavirus pandemic, ""we will go through your social media history from the last 4 years and search for any post with #NotMyP...",fake
Secondary infections in #COVID19: most pulmonologists aren’t sure what to make of this. https://t.co/gP3LEMN9dE https://t.co/SqXOstegHU,real
195 new cases of #COVID19; 82-Lagos 30-Kano 19-Zamfara 18-Sokoto 10-Borno 9-FCT 8-Oyo 5-Kebbi 5-Gombe 4-Ogun 3-Katsina 1-Kaduna 1-Adamawa 3145 confirmed cases of #COVID19 in Nigeria Discharged: 534 Deaths: 103 https://t.co/kqXEbfj66X,real
Maharashtra (India) Governor Bhagat Singh Koshyari facilitated the travel of a model from Maharashtra to Dehradun during the COVID-19 lockdown.,fake
This is just another indication that COVID-19 while it broke out on the east and west coasts will not remain a coastal phenomenon as Michigan Louisiana Illinois Indiana Colorado and other states experience intense outbreaks.,real
How do you feel when you see a WhatsApp forward that contains some chilling details? Do you feel curious enough to check what's the truth or you just forward it further so others also know? Verify before forwarding and tell the sender #MainBhiNewschecker. #CoronavirusFacts https://t.co/A8J4N0zexf,fake
The atheist Italian doctor Julian Urban and his colleagues have converted to Christianity in the wake of the COVID-19 crisis.,fake
Multiple Facebook posts shared thousands of times by Filipino Facebook users make several false claims about a future vaccine for COVID-19 the disease caused by the novel coronavirus. The posts also make claims about a link between a potential vaccine and the rollout of 5G technology.,fake
Video shows President Donald Trump saying COVID-19 is the Democrats’ “new hoax.”,fake
Sir Ganga Ram Hospital has directed patients to stay at home n treat Urself. Implies Delhi Govt has miserably failed in its administrative responsibility of providing health care n left the Delhites to their fate. Must be sacked n LG take the charge. U agree?,fake
Claim saying Bill Gates has said microchips will be mandatory for travelling after COVID-19.,fake
Our total number of confirmed cases of COVID-19 remains at 1458 which is the number we report to the World Health Organization. Yesterday our laboratories processed 7360 tests bringing the total number of tests completed to date to 897077.,real
Jeanine Áñez actual president of Bolivia has COVID-19.,fake
📢#NCDCInTheNews “Reopening our society doesn’t mean the virus is no longer with us. It means we have to learn to continue with our lives safely. This will require sacrifice in some areas” DG @Chikwe_I on @MobilePunch 📰 https://t.co/oGfj35i8MI #TakeResponsibility,real
"@Simpsonreport A bio-engineered pandemic is too useful to waste... Lockdowns, the new gulags.",fake
???Rivers in Oklahoma are full of catfish carrying the virus.??�,fake
"Prescription issued by Dr Raj Kamal Agarwal (Sir Ganga Ram hospital) for general public in case of any emergency, kindly save this prescription for any kind of emergency.",fake
Queens Man Admits to Being Non-Essential Worker https://t.co/BYRz5q5BmA #newyork #coronavirus #jobs #covid19 #queens #essentialworker,fake
RT @CDCemergency: #DYK? @CDCgov’s One-Stop Shop for #COVID19 Resources has a section for communicating with people ages 15-21. Find those t…,real
"But unlike our other numbers which can be considered ""lower bounds"" for the number of people tested we cannot say that about Michigan's number of negative test results.",real
Video shows a policeman taking bribe from migrating workers in Surat.,fake
There is a need to ensure access to controlled medicines such as sedatives and analgesics for intubation protocols for the treatment of patients with #COVID19. More: https://t.co/fnAOQPlBeL https://t.co/G32A73ZOog,real
There is no one in New Zealand receiving hospital-level care for COVID-19. Yesterday our laboratories completed 550 tests bringing the total number of tests completed to date to 456227. 270 of these were swabs completed from managed isolation and quarantine facilities.,real
"A recent study to appear in the Journal of Hospital Infection revealed very few ""super-spreaders"" in Hong Kong Japan and Singapore implying that early social distancing measures of these places were effective in limiting COVID spread. Read the study: https://t.co/wkgJIymu1b",real
One case who was confirmed in Lagos State traveled to Ondo State for treatment. Therefore the number of cases in Lagos is 689 and the number of cases in Ondo is 4,real
The vaccine against the new coronavirus has existed since 2001.,fake
Hand washing: Preventing the spread of diseases or broad government conspiracy theory that Big Soap doesn’t want you to know about? #coronavirus,fake
Michigan continues to be a real trouble spot and now has the third highest number of confirmed cases (after NY and NJ) crossing 10000 total today. (We don't know nearly enough about their testing regime in the state either.) https://t.co/5Vf1ymWOMH,real
A video has been viewed hundreds of thousands of times in multiple Facebook posts which claim it shows two Italian doctors who contracted novel coronavirus which causes the disease COVID-19 while treating patients.,fake
Do you have questions about #COVID19? Find answers to your questions on the updated #FAQ page: https://t.co/2RvG3dwBKT. https://t.co/3QRgRLkHic,real
Reduce spread of #COVID19. When in public use a cloth face covering that ✔️Reaches above nose &amp; below chin completely covering mouth &amp; nostrils ✔️Fits snugly against sides of your face ✔️Is made of multiple layers of cloth that you can breathe through https://t.co/bihJ3xEM15 https://t.co/wvaRlxv47G,real
A video clip shows the hanging bodies of a mother and child who have committed suicide in Gujarat because they did not have food during the current COVID-19 lockdown.,fake
Covid-19 Strands Pedestrian at Traffic Light https://t.co/UISf61j5iy,fake
The new coronavirus pandemic is a fake. The restrictions aim to enrich some mighty individuals.,fake
Yes there was a national coin shortage due to COVID-19 but there's no sign of “the end of paper money.” https://t.co/fxP7Cq5Lvl,fake
The second case is a woman in her 30s who arrived in New Zealand on July 28 from Los Angeles. She has been staying at the Rydges in Auckland and tested positive for COVID-19 as part of routine testing around day three of her stay in managed isolation.,real
One optimistic point: there are 15 states on the left side of this chart that are finding very few positive cases even if they're doing a lot of testing. This suggests their mitigation strategies are working. https://t.co/i9bbZKvMkC,real
Mumbai's KEM hospital prescribed list of medicines to self-medicate for COVID-19,fake
New COVIDView reports hospitalization rates and deaths from #COVID19 are increasing. Indicators that track hospitalizations and deaths usually lag behind indicators that track illness. https://t.co/zP4VYlo0Pb https://t.co/wPTwIVFQF5,real
RT @drharshvardhan: #COVID UPDATE In its fight against COVID-19 since January 2020 India has crossed another peak. The cumulative tests h…,real
CDC Explains that Flattened Curve Has Become Line Extending into Infinity Meaning Lockdown Can Never� https://t.co/cqsWuCU42M #coronavirus,fake
Whether you test positive or negative for #COVID19 you should still take preventive measures to protect yourself and others. Learn more: https://t.co/DmfPOB7nbu. https://t.co/5VG0fypiNi,real
_Bill Gates' coronavirus vaccine developed by Oxford researchers caused all test subjects to get coronavirus._,fake
The post shows dead bodies of COVID-19 patients lying in the LNJP Hospital Delhi (India).,fake
Residents of York are asked what they think of a new government rule which allows people in England who may have #COVID19 to be fined up to £10000 if they fail to self-isolate. To read more click here: https://t.co/pqD1I8xgam https://t.co/QPgh3xlDIo,real
"The $1,200 coronavirus relief checks this year are ???just an advance on your next tax return. ??? Next year, you're automatically going to owe $1,200 come tax season.??�",fake
Kroger Corporate says employees can not wear flag masks but they can wear BLM masks!,fake
We now have 78 active cases - 58 are from the community outbreak and 20 are imported cases in quarantine. ​ ​ 86 people linked to the cluster have been moved to a quarantine facility including 36 people who have tested positive and household contacts.,real
#IndiaFightsCorona: Nearly 57% of the new cases are reported from 5 States. They have also contributed 58% of the new recovered cases. #IndiaWillWin @ICMRDELHI https://t.co/JB4GyMOVbw,real
Video of a doctor at a press conference who said,fake
#IndiaFightsCorona 5 States account for 60% of Total Active cases in the country. https://t.co/287csbzTpV,real
Acc to @ICMRDELHI #COVID19 testing strategy #asymptomatic direct &amp; high-risk contacts of a confirmed #COVID case needs to be tested once between day 5-10 of coming into contact. Please contact District Surveillance Officer for #COVID_19 test of the family https://t.co/apqxPnDtQ2 https://t.co/N1kYjC8Kwh,real
For every click on the Italian song Rinascerò rinascerai YouTube donates money to a hospital in Bergamo.,fake
"We’re in the middle of a global pandemic, and the Trump Administration is trying to prevent people from getting health care. https://t.co/B46LlVfWaL",fake
Have you got a hangover or COVID-19? https://t.co/3WGSIpTjKg https://t.co/vufKbB9Bma,fake
Please disregard all rumours of new #COVID19 cases in Nigeria if it is not announced by @NCDCgov or @Fmohnigeria As at 10th of March there are 2 confirmed cases of COVID-19 in Nigeria. They are clinically stable &amp; are being managed at the Infectious Disease Hospital in Lagos https://t.co/TIRM5Nkalb,real
